"Article","Domain","FileTitle","License","Artist","DescriptionUrl","SourceUrl","RemoteSha1","ManifestSha1","CachePath","Bytes","VerifiedUtc","Decision"
"Measles","Medicine","File:Morbillivirus measles infection.jpg","Public domain","Photo Credit: Content Providers(s): CDC/Dr. Heinz F. Eichenwald","https://commons.wikimedia.org/wiki/File:Morbillivirus_measles_infection.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Morbillivirus%20measles%20infection.jpg?width=2400","e23a00fd1c1717d53ab0c58a6e221b937c50060d","e23a00fd1c1717d53ab0c58a6e221b937c50060d","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/c/a/d/Morbillivirus_measles_infection.jpg","695515","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Malaria","Medicine","File:Mosquitoes-Killedy-By-DDT-Lake-Victoria.JPG","CC BY-SA 3.0","Bjørn Christian Tørrissen","https://commons.wikimedia.org/wiki/File:Mosquitoes-Killedy-By-DDT-Lake-Victoria.JPG","https://commons.wikimedia.org/wiki/Special:Redirect/file/Mosquitoes-Killedy-By-DDT-Lake-Victoria.JPG?width=2400","86968ec424dd3e95ff7588e3db840e1e1170b62f","86968ec424dd3e95ff7588e3db840e1e1170b62f","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/4/4/a/Mosquitoes-Killedy-By-DDT-Lake-Victoria.JPG","1435015","2026-08-10T18:52:01.2415303Z","INCLUDE"
"Malaria","Medicine","File:Mosquitonet149.jpg","CC BY-SA 3.0","No machine-readable author provided. Soman assumed (based on copyright claims).","https://commons.wikimedia.org/wiki/File:Mosquitonet149.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Mosquitonet149.jpg","d57c883050588be032d7036fac2765d334394a3a","d57c883050588be032d7036fac2765d334394a3a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/d/0/3/Mosquitonet149.jpg","587801","2026-08-10T18:52:01.2435348Z","INCLUDE"
"Bicycle maintenance","Engineering","File:Multi-use bike tool.jpg","CC0","JaredMcKenzie","https://commons.wikimedia.org/wiki/File:Multi-use_bike_tool.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Multi-use%20bike%20tool.jpg","16b4da5e13be6618cc55abce9e73f6a9a63bcdf7","16b4da5e13be6618cc55abce9e73f6a9a63bcdf7","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/b/7/9/Multi-use_bike_tool.jpg","1626462","2026-08-10T18:52:02.5351589Z","INCLUDE"
"Hypothermia","Medicine","File:Napoleons retreat from Moscow by Adolph Northen.jpg","Public domain","Adolph Northen","https://commons.wikimedia.org/wiki/File:Napoleons_retreat_from_Moscow_by_Adolph_Northen.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Napoleons_retreat_from_Moscow_by_Adolph_Northen.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","e95466133ee428582ef439e3ad75524c96674a05","e95466133ee428582ef439e3ad75524c96674a05","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/8/3/f/Napoleons_retreat_from_Moscow_by_Adolph_Northen.jpg","145896","2026-08-10T18:51:38.3962891Z","INCLUDE"
"Spinal cord","Medicine","File:Nervous system diagram-en.svg","CC BY-SA 4.0","Medium69 , Jmarchn","https://commons.wikimedia.org/wiki/File:Nervous_system_diagram-en.svg","https://upload.wikimedia.org/wikipedia/commons/5/5b/Nervous_system_diagram-en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","abedd1abf077468fb289024e95e0d3b056e305df","abedd1abf077468fb289024e95e0d3b056e305df","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/b/3/8/Nervous_system_diagram-en.svg","498707","2026-08-10T18:51:39.8322841Z","INCLUDE"
"Spinal cord","Medicine","File:Neurons-spinal-cord-rat.jpg","CC BY-SA 3.0","Zuzanna K. Filutowska","https://commons.wikimedia.org/wiki/File:Neurons-spinal-cord-rat.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Neurons-spinal-cord-rat.jpg/1920px-Neurons-spinal-cord-rat.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","f5f9032c15e03dc96fbd78928bbde13b31caae6c","f5f9032c15e03dc96fbd78928bbde13b31caae6c","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/c/d/b/Neurons-spinal-cord-rat.jpg","918603","2026-08-10T18:51:39.8322841Z","INCLUDE"
"Gear train","Engineering","File:NonSynchronousGearBoxSF.jpg","CC BY-SA 3.0","StationNT5Bmedia","https://commons.wikimedia.org/wiki/File:NonSynchronousGearBoxSF.jpg","https://upload.wikimedia.org/wikipedia/commons/3/37/NonSynchronousGearBoxSF.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","f4a9ac3b687ad6b0dba8a1075fd9e72d816ddd54","f4a9ac3b687ad6b0dba8a1075fd9e72d816ddd54","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/7/d/1/NonSynchronousGearBoxSF.jpg","176356","2026-08-10T18:51:40.3486436Z","INCLUDE"
"Scabies","Medicine","File:Norwegian Scabies in Homeless AIDS Patient.jpg","Public domain","Ukster1 at English Wikipedia ( Original text: Andrew G )","https://commons.wikimedia.org/wiki/File:Norwegian_Scabies_in_Homeless_AIDS_Patient.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Norwegian%20Scabies%20in%20Homeless%20AIDS%20Patient.jpg","375e28941302c739c5bea25ba58b1cc326882d02","375e28941302c739c5bea25ba58b1cc326882d02","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/7/8/3/Norwegian_Scabies_in_Homeless_AIDS_Patient.jpg","193958","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Infection","Medicine","File:OCD handwash.jpg","Public domain","Lars Klintwall Malmqvist ( Larsklintwallmalmqvist )","https://commons.wikimedia.org/wiki/File:OCD_handwash.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1b/OCD_handwash.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled","68ceca0fce6524980f074214032829559e26037b","68ceca0fce6524980f074214032829559e26037b","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/b/1/f/OCD_handwash.jpg","241495","2026-08-10T18:51:38.9593854Z","INCLUDE"
"Eye","Medicine","File:Odontodactylus scyllarus eyes.jpg","CC BY-SA 4.0","Cédric Peneau","https://commons.wikimedia.org/wiki/File:Odontodactylus_scyllarus_eyes.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Odontodactylus_scyllarus_eyes.jpg/1920px-Odontodactylus_scyllarus_eyes.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","c95e9c9313210ed5ec429af2426323ec1818e2c4","c95e9c9313210ed5ec429af2426323ec1818e2c4","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/3/f/d/Odontodactylus_scyllarus_eyes.jpg","375841","2026-08-10T18:51:36.9207303Z","INCLUDE"
"Ohm's law","Electrical","File:Ohm3.gif","Public domain","http://stat.case.edu/~pillar/genealogy/ohm.gif","https://commons.wikimedia.org/wiki/File:Ohm3.gif","https://upload.wikimedia.org/wikipedia/commons/d/dc/Ohm3.gif?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","7564c8d109cb7af5e94cab80e46be49d2bfff315","7564c8d109cb7af5e94cab80e46be49d2bfff315","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/c/4/8/Ohm3.gif","71812","2026-08-10T18:52:00.4743981Z","INCLUDE"
"Electric current","Electrical","File:Ohm's Law with Voltage source TeX.svg","CC0","GorillaWarfare","https://commons.wikimedia.org/wiki/File:Ohm%27s_Law_with_Voltage_source_TeX.svg","https://upload.wikimedia.org/wikipedia/commons/b/b4/Ohm%27s_Law_with_Voltage_source_TeX.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","40d61e889e1b95e4e1e7dde392dde4b6ca1f4bdf","40d61e889e1b95e4e1e7dde392dde4b6ca1f4bdf","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/4/8/9/Ohm's_Law_with_Voltage_source_TeX.svg","8093","2026-08-10T18:52:00.0135473Z","INCLUDE"
"Hydraulics","Engineering","File:Open Channel.png","CC BY-SA 3.0","Soroush90gh","https://commons.wikimedia.org/wiki/File:Open_Channel.png","https://upload.wikimedia.org/wikipedia/commons/3/31/Open_Channel.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","533c7e10c7e194e1acdbc1f037178ea9b78ee6ff","533c7e10c7e194e1acdbc1f037178ea9b78ee6ff","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/1/1/d/Open_Channel.png","11827","2026-08-10T18:51:40.3506631Z","INCLUDE"
"Human skull","Medicine","File:Ophiophagus hannah skull.jpg","CC BY-SA 3.0","Mokele ( talk )","https://commons.wikimedia.org/wiki/File:Ophiophagus_hannah_skull.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Ophiophagus_hannah_skull.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","24cc70b44193db87c66e5615734e77442c6ec7b3","24cc70b44193db87c66e5615734e77442c6ec7b3","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/8/7/8/9/Ophiophagus_hannah_skull.jpg","17072","2026-08-10T18:51:38.3962891Z","INCLUDE"
"Ear","Medicine","File:Otitis media entdifferenziert2.jpg","CC BY-SA 3.0","B. Welleschik","https://commons.wikimedia.org/wiki/File:Otitis_media_entdifferenziert2.jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Otitis_media_entdifferenziert2.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","121074cdda34611e6446dcfd3b1c9378d4b3f207","121074cdda34611e6446dcfd3b1c9378d4b3f207","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/8/9/9/Otitis_media_entdifferenziert2.jpg","503013","2026-08-10T18:51:36.9207303Z","INCLUDE"
"Dehydration","Medicine","File:PHIL 1939 lores.jpg","","","https://commons.wikimedia.org/wiki/File:Adult_cholera_patient.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2b/Adult_cholera_patient.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","","37d35e111902f6c147f8dc9983aeb0b0979671cb","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/f/6/e/PHIL_1939_lores.jpg","66821","2026-08-10T18:51:36.9207303Z","EXCLUDE_MISSING_REMOTE_RECORD"
"Malaria","Medicine","File:Plasmodium.jpg","Public domain","The original uploader was TimVickers at English Wikipedia .","https://commons.wikimedia.org/wiki/File:Plasmodium.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Plasmodium.jpg","45c579276f83a2bc25d01bc8a4ea064cdb7fe523","45c579276f83a2bc25d01bc8a4ea064cdb7fe523","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/c/c/6/Plasmodium.jpg","51053","2026-08-10T18:52:01.2435348Z","INCLUDE"
"Spider bite","Medicine","File:PlatycryptusUndatusFemale.jpg","CC BY-SA 3.0","Kevincollins123","https://commons.wikimedia.org/wiki/File:PlatycryptusUndatusFemale.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/PlatycryptusUndatusFemale.jpg?width=2400","b900c83c6b7c2f2b6d4a553983642c479d879290","b900c83c6b7c2f2b6d4a553983642c479d879290","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/d/f/d/PlatycryptusUndatusFemale.jpg","3193104","2026-08-10T18:52:02.1291766Z","INCLUDE"
"Pulley","Engineering","File:Polea-simple-fija.jpg","CC BY-SA 3.0","César Rincón","https://commons.wikimedia.org/wiki/File:Polea-simple-fija.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a3/Polea-simple-fija.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","6bf9810bd150f014c60158e876c92537a079a162","6bf9810bd150f014c60158e876c92537a079a162","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/3/8/f/Polea-simple-fija.jpg","31676","2026-08-10T18:51:40.3730130Z","INCLUDE"
"Pulley","Engineering","File:Polea-simple-movil2.jpg","CC BY-SA 3.0","","https://commons.wikimedia.org/wiki/File:Polea-simple-movil2.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c6/Polea-simple-movil2.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","b8f2f65a610109621bd5b1af968b03cfb1c1dcbd","b8f2f65a610109621bd5b1af968b03cfb1c1dcbd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/6/2/0/Polea-simple-movil2.jpg","40819","2026-08-10T18:51:40.3730130Z","EXCLUDE_MISSING_CREDIT"
"Pulley","Engineering","File:Polispasto2B.jpg","CC BY-SA 3.0","Mindbuilder","https://commons.wikimedia.org/wiki/File:Polispasto2B.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a4/Polispasto2B.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","874f103e6797e6de63351b6304a52bc4668c9b1b","874f103e6797e6de63351b6304a52bc4668c9b1b","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/4/6/1/Polispasto2B.jpg","26725","2026-08-10T18:51:40.3730130Z","INCLUDE"
"Childbirth","Medicine","File:Postpartum baby2.jpg","CC BY-SA 2.0","Tom Adriaenssen","https://commons.wikimedia.org/wiki/File:Postpartum_baby2.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Postpartum_baby2.jpg/1920px-Postpartum_baby2.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","aa5e63a49d02f8314860237c5609581c52597ea6","aa5e63a49d02f8314860237c5609581c52597ea6","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/1/e/2/Postpartum_baby2.jpg","308378","2026-08-10T18:51:36.4128601Z","INCLUDE"
"Electronic circuit","Electrical","File:Protoboard circuito multivibradores.jpg","CC BY-SA 4.0","Josemontero9 - Juan José Montero Rodríguez","https://commons.wikimedia.org/wiki/File:Protoboard_circuito_multivibradores.jpg","https://upload.wikimedia.org/wikipedia/commons/9/96/Protoboard_circuito_multivibradores.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","4c4b1edf9aa6165de7e531fff5b50531d27cd5d1","4c4b1edf9aa6165de7e531fff5b50531d27cd5d1","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/6/c/8/Protoboard_circuito_multivibradores.jpg","33821","2026-08-10T18:52:00.0145550Z","INCLUDE"
"Bleeding","Medicine","File:Pulmonary haemorrhage - high mag.jpg","CC BY-SA 3.0","Nephron","https://commons.wikimedia.org/wiki/File:Pulmonary_haemorrhage_-_high_mag.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Pulmonary%20haemorrhage%20-%20high%20mag.jpg?width=2400","966f89483b4a196402f5a0dee666b8a9cfc5c6b6","966f89483b4a196402f5a0dee666b8a9cfc5c6b6","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/0/3/1/a/Pulmonary_haemorrhage_-_high_mag.jpg","2561990","2026-08-10T18:52:00.8470107Z","INCLUDE"
"Abscess","Medicine","File:Pyemic abscesses of kidney.jpg","CC BY-SA 3.0","علاء","https://commons.wikimedia.org/wiki/File:Pyemic_abscesses_of_kidney.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Pyemic%20abscesses%20of%20kidney.jpg","84c54fa74e9493a35b9714ffc44cb2615b5562ab","84c54fa74e9493a35b9714ffc44cb2615b5562ab","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/9/1/a/Pyemic_abscesses_of_kidney.jpg","37288","2026-08-10T18:52:00.8470107Z","INCLUDE"
"First aid","Medicine","File:Ratownik medyczny, defibrylacja.jpg","CC BY-SA 4.0","Zalasem1","https://commons.wikimedia.org/wiki/File:Ratownik_medyczny,_defibrylacja.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Ratownik_medyczny%2C_defibrylacja.jpg/1920px-Ratownik_medyczny%2C_defibrylacja.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","d88ed5106d41dbbcbfb1c7c60454d3ab815e89a0","d88ed5106d41dbbcbfb1c7c60454d3ab815e89a0","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/2/b/0/Ratownik_medyczny,_defibrylacja.jpg","422579","2026-08-10T18:51:37.2881797Z","INCLUDE"
"Refrigeration","Engineering","File:Refrigeration.png","CC BY-SA 3.0","Original uploader was Keenan Pepper at en.wikipedia","https://commons.wikimedia.org/wiki/File:Refrigeration.png","https://upload.wikimedia.org/wikipedia/commons/5/5d/Refrigeration.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","e6e72d0ab03567162417096389da8613a99c5f84","e6e72d0ab03567162417096389da8613a99c5f84","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/d/7/5/Refrigeration.png","7794","2026-08-10T18:52:00.0124981Z","INCLUDE"
"Anatomical terminology","Medicine","File:Regions of Human Body.jpg","CC BY 4.0","Connexions / OpenStax","https://commons.wikimedia.org/wiki/File:Regions_of_Human_Body.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5a/Regions_of_Human_Body.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","5312d2e709fb7ea516f191a10db48de1091fbf4c","5312d2e709fb7ea516f191a10db48de1091fbf4c","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/a/0/8/Regions_of_Human_Body.jpg","618263","2026-08-10T18:51:37.2837723Z","INCLUDE"
"Human digestive system","Medicine","File:Relations of the aorta, trachea, esophagus and other heart structures.png","CC BY-SA 3.0","Derivative by Mikael Häggström of original by ZooFari .","https://commons.wikimedia.org/wiki/File:Relations_of_the_aorta,_trachea,_esophagus_and_other_heart_structures.png","https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Relations_of_the_aorta%2C_trachea%2C_esophagus_and_other_heart_structures.png/1920px-Relations_of_the_aorta%2C_trachea%2C_esophagus_and_other_heart_structures.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","dc4c904849e637116f64c9a0c64c1d4afc309a82","dc4c904849e637116f64c9a0c64c1d4afc309a82","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/5/1/4/Relations_of_the_aorta,_trachea,_esophagus_and_other_heart_structures.png","1194412","2026-08-10T18:51:37.7633412Z","INCLUDE"
"Electrical resistance and conductance","Electrical","File:Resistivity geometry.png","CC BY-SA 3.0","User:Omegatron","https://commons.wikimedia.org/wiki/File:Resistivity_geometry.png","https://upload.wikimedia.org/wikipedia/commons/6/68/Resistivity_geometry.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","959d255027151c1bc81246a92e40c430754ef44f","959d255027151c1bc81246a92e40c430754ef44f","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/8/7/d/Resistivity_geometry.png","10724","2026-08-10T18:52:00.0145550Z","INCLUDE"
"Series and parallel circuits","Electrical","File:Resistors in series.svg","CC BY-SA 3.0","Omegatron","https://commons.wikimedia.org/wiki/File:Resistors_in_series.svg","https://upload.wikimedia.org/wikipedia/commons/1/11/Resistors_in_series.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","51786e461ce3394388894874cd2964692af21476","51786e461ce3394388894874cd2964692af21476","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/1/1/3/Resistors_in_series.svg","44602","2026-08-10T18:52:00.4743981Z","INCLUDE"
"Respiratory system","Medicine","File:Respiratory system complete en.svg","Public domain","LadyofHats , Jmarchn","https://commons.wikimedia.org/wiki/File:Respiratory_system_complete_en.svg","https://upload.wikimedia.org/wikipedia/commons/5/5e/Respiratory_system_complete_en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","b199e89456b6f7973a7fc78170fa9162a4e2e50f","b199e89456b6f7973a7fc78170fa9162a4e2e50f","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/e/d/d/Respiratory_system_complete_en.svg","282267","2026-08-10T18:51:39.4379406Z","INCLUDE"
"Diesel engine","Engineering","File:Ricardo comet combustion.gif","CC BY-SA 4.0","Imotorhead64","https://commons.wikimedia.org/wiki/File:Ricardo_comet_combustion.gif","https://commons.wikimedia.org/wiki/Special:Redirect/file/Ricardo%20comet%20combustion.gif","4772783a4c012d5a3375726d2d6ced8b27600503","4772783a4c012d5a3375726d2d6ced8b27600503","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/e/3/8/Ricardo_comet_combustion.gif","12267","2026-08-10T18:52:02.5351589Z","INCLUDE"
"Malaria","Medicine","File:Ronald Ross.jpg","Public domain","Unknown author Unknown author","https://commons.wikimedia.org/wiki/File:Ronald_Ross.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Ronald%20Ross.jpg","fce1922fc0f90294aa6751e83d0fdaa76786df84","fce1922fc0f90294aa6751e83d0fdaa76786df84","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/6/0/f/Ronald_Ross.jpg","160562","2026-08-10T18:52:01.7466415Z","INCLUDE"
"Measles","Medicine","File:RougeoleDP.jpg","Public domain","CDC/NIP/Barbara Rice","https://commons.wikimedia.org/wiki/File:RougeoleDP.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/RougeoleDP.jpg","be6f537b835cbb123f03c0763b7c5175cff8e7ae","be6f537b835cbb123f03c0763b7c5175cff8e7ae","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/7/8/2/RougeoleDP.jpg","132768","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Electric generator","Electrical","File:RPPC Old 50Kw generator - Eline Sr Spencer and exciter - 1909 - for 1140 volt house lighting circuit A.jpg","Public domain","Unknown author Unknown author","https://commons.wikimedia.org/wiki/File:RPPC_Old_50Kw_generator_-_Eline_Sr_Spencer_and_exciter_-_1909_-_for_1140_volt_house_lighting_circuit_A.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/RPPC_Old_50Kw_generator_-_Eline_Sr_Spencer_and_exciter_-_1909_-_for_1140_volt_house_lighting_circuit_A.jpg/1920px-RPPC_Old_50Kw_generator_-_Eline_Sr_Spencer_and_exciter_-_1909_-_for_1140_volt_house_lighting_circuit_A.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","07233a4a0401f5a8f8b6587e85201f9622f2c8a9","07233a4a0401f5a8f8b6587e85201f9622f2c8a9","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/e/9/6/RPPC_Old_50Kw_generator_-_Eline_Sr_Spencer_and_exciter_-_1909_-_for_1140_volt_house_lighting_circuit_A.jpg","670513","2026-08-10T18:52:00.0135473Z","INCLUDE"
"Hypothermia","Medicine","File:Russia 3577 - 1812 (4166101638).jpg","CC BY-SA 2.0","Dennis G. Jarvis","https://commons.wikimedia.org/wiki/File:Russia_3577_-_1812_(4166101638).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Russia_3577_-_1812_%284166101638%29.jpg/1920px-Russia_3577_-_1812_%284166101638%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","476a5c717a87e1bbc99ff8baf30e58cc4a841c2e","476a5c717a87e1bbc99ff8baf30e58cc4a841c2e","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/6/8/3/Russia_3577_-_1812_(4166101638).jpg","618844","2026-08-10T18:51:38.3962891Z","INCLUDE"
"Scabies","Medicine","File:Sarcoptes scabei 2.jpg","CC BY-SA 3.0","Kalumet","https://commons.wikimedia.org/wiki/File:Sarcoptes_scabei_2.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Sarcoptes%20scabei%202.jpg","8b5a4e9240ac47890120cba5df2d81cebb9e252a","8b5a4e9240ac47890120cba5df2d81cebb9e252a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/0/5/6/Sarcoptes_scabei_2.jpg","957986","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Malaria","Medicine","File:Saving Lives with SMS for Life.jpg","CC BY 2.0","Olympia Wereko-Brobby","https://commons.wikimedia.org/wiki/File:Saving_Lives_with_SMS_for_Life.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Saving%20Lives%20with%20SMS%20for%20Life.jpg?width=2400","659836e5cd33855fa7afa58769e1b20803d0d542","659836e5cd33855fa7afa58769e1b20803d0d542","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/6/0/0/Saving_Lives_with_SMS_for_Life.jpg","815414","2026-08-10T18:52:01.7466415Z","INCLUDE"
"Scabies","Medicine","File:Scabies life cycle.png","Public domain","Mikael Häggström","https://commons.wikimedia.org/wiki/File:Scabies_life_cycle.png","https://commons.wikimedia.org/wiki/Special:Redirect/file/Scabies%20life%20cycle.png","4c31b26eea7fed50404d43a4e91a9a8b2f93d9bb","4c31b26eea7fed50404d43a4e91a9a8b2f93d9bb","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/4/8/9/Scabies_life_cycle.png","155608","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Scabies","Medicine","File:Scabies-burrow.jpg","Public domain","Michael Geary","https://commons.wikimedia.org/wiki/File:Scabies-burrow.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Scabies-burrow.jpg","8f29914806936bf6297422cff8099073dd25cd42","8f29914806936bf6297422cff8099073dd25cd42","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/0/3/1/Scabies-burrow.jpg","75118","2026-08-10T18:52:01.7506589Z","INCLUDE"
